Animal,Session,SessionType,Trial,Block,TrialsPerBlock,TrainingLevel,ABL,ILD,Bias,LeftAmp,RightAmp,WaveformL,WaveformR,TrialStart,TrialEnd,TrialDuration,IntendedITI,ITIStart,ITIEnd,TimedITI,MaxWait,TimeToCNP,BaseFix,ExpFixMean,IntendedFix,TimedFix,BaseRT,MaxRT,TimedRT,MaxMT,TimedMT,IntendedLNP,TimedLNP,ResponsePoke,Outcome,RepeatTrial,BlockPerformance,BlockAbortRatio,LEDTrial,TimedLED,LEDPowerL,LEDPowerR,Box
4,1,1,1,1,2,16,0,0,0.5,17,18,0,0,5230.7949760000001,5248.4829760000002,17.688000000000102,3,5227.7789759999996,5230.7929919999997,3.0140160000000833,60,12.995648000000074,0.20000000000000001,0.074999999999999997,10.065557224689657,2.4858560000002399,0.010999999999999999,5,2.4015040000003864,6,2.0277759999999034,0.01,0.034495999999307969,-1,2,0,1,0,13,14,15,16,0
4,1,1,1,1,2,16,0,0,0.5,17,18,0,0,5265.9069760000002,5270.5549760000004,4.6480000000001382,3,5262.8989760000004,5265.9049919999998,3.006015999999363,60,0.8929920000000493,0.20000000000000001,0.074999999999999997,10.050758948238558,2.030175999999301,0.010999999999999999,5,1.9691519999996672,6,1.6019519999999829,0.01,0.099423999999999069,1,2,0,1,0,13,14,15,16,0
4,2,1,1,1,2,16,0,0,0.5,17,18,0,0,5325.0009920000002,5329.7799999999997,4.7790079999995214,3,5321.9849919999997,5324.9989759999999,3.0139840000001641,60,2.05542400000013,0.20000000000000001,0.074999999999999997,10.08066145083696,1.6161599999995815,0.010999999999999999,5,1.5375999999996566,6,0.90851199999997334,0.01,0.019935999999688647,-1,2,0,1,0,13,14,15,16,0
4,3,1,1,1,2,16,0,0,0.5,17,18,0,0,6044.4179839999997,6049.2549760000002,4.836992000000464,3,6041.4120000000003,6044.4160000000002,3.0039999999999054,60,2.0043839999998454,0.20000000000000001,0.074999999999999997,10.014748981654376,0.96780800000033196,0.010999999999999999,5,0.86518400000022666,6,1.6785280000003695,0.01,0.071167999999488529,1,2,0,1,0,13,14,15,16,0
4,3,1,1,1,2,16,0,0,0.5,17,18,0,0,6064.8689919999997,6070.3400000000001,5.4710080000004382,3,6061.865984,6064.8669760000002,3.0009920000002239,60,3.6179520000005141,0.20000000000000001,0.074999999999999997,10.001024971478563,0.54464000000007218,0.010999999999999999,5,0.49660800000037852,6,1.1705919999994876,0.01,0.074720000000525033,1,2,0,1,0,13,14,15,16,0
4,4,1,1,1,2,16,0,0,0.5,17,18,0,0,6209.1409919999996,6270.3379839999998,61.196992000000137,3,6206.1319999999996,6209.1389760000002,3.0069760000005772,60,0,10,0.074999999999999997,0,0,0.01,5,0,6,0,0.01,0,0,-1,0,0,0.5,13,14,15,16,0
4,4,1,1,1,2,16,0,0,0.5,17,18,0,0,6300.932992,6362.0449920000001,61.11200000000008,3,6297.9209920000003,6300.9309759999996,3.0099839999993492,60,0,10,0.074999999999999997,0,0,0.01,5,0,6,0,0.01,0,0,-1,0,0,0.5,13,14,15,16,0
4,5,1,1,1,2,16,0,0,0.5,17,18,0,0,6407.5559999999996,6468.7240000000002,61.168000000000575,3,6404.5439999999999,6407.5539840000001,3.0099840000002587,60,0,10,0.074999999999999997,0,0,0.01,5,0,6,0,0.01,0,0,-1,0,0,0.5,13,14,15,16,0
4,6,1,1,1,2,16,0,0,0.5,17,18,0,0,6628.4120000000003,6689.5739839999997,61.161983999999393,3,6625.3999999999996,6628.4099839999999,3.0099840000002587,60,0,10,0.074999999999999997,0,0,0.01,5,0,6,0,0.01,0,0,-1,0,0,0.5,13,14,15,16,0
4,6,1,1,1,2,16,0,0,0.5,17,18,0,0,6754.6259840000002,6815.7289920000003,61.103008000000045,3,6751.6129920000003,6754.6239999999998,3.0110079999994923,60,0,10,0.074999999999999997,0,0,0.01,5,0,6,0,0.01,0,0,-1,0,0,0.5,13,14,15,16,0
4,6,1,2,1,2,16,0,0,0.5,17,18,0,0,6818.9269759999997,6879.932992,61.006016000000272,3,6815.9109760000001,6818.9249920000002,3.0140160000000833,60,0,10,0.074999999999999997,0,0,0.01,5,0,6,0,0.01,0,0,-1,0,0,0.66666666666666663,13,14,15,16,0
4,7,1,1,1,2,16,0,0,0.5,17,18,0,0,6970.1099839999997,7031.3049920000003,61.195008000000598,3,6967.0909760000004,6970.1080000000002,3.0170239999997648,60,0,10,0.074999999999999997,0,0,0.01,5,0,6,0,0.01,0,0,-1,0,0,0.5,13,14,15,16,0
4,8,1,1,1,2,16,0,0,0.5,17,18,0,0,15120.957984000001,15152.009984,31.05199999999968,3,15117.942976,15120.956,3.0130239999998594,60,0,10,0.074999999999999997,0,0,0.01,5,0,6,0,0.01,0,0,-2,0,0,0.5,13,14,15,16,0
4,8,1,2,1,2,16,0,0,0.5,17,18,0,0,15155.216992,15165.256992000001,10.040000000000873,3,15152.202976,15155.214975999999,3.0119999999988067,60,5.7746879999995144,0.20000000000000001,0.074999999999999997,10.162506871619703,1.2981760000002396,0.010999999999999999,5,1.2828799999988405,6,0.84409600000071805,0.01,0,1,1,0,0,0.33333333333333331,13,14,15,16,0
4,9,1,1,1,2,16,0,0,0.5,17,18,0,0,15360.348,15370.886976,10.53897599999982,3,15357.337984,15360.345984,3.0079999999998108,60,7.6067839999996067,0.20000000000000001,0.074999999999999997,10.186372843036862,1.4554879999996047,0.010999999999999999,5,1.3432959999990999,6,1.2818560000014259,0.01,0.038047999998525484,-1,2,0,1,0,13,14,15,16,0
4,9,1,2,1,2,16,0,0,0.5,17,18,0,0,15374.089984,15384.710976,10.620992000000115,3,15371.084000000001,15374.088,3.0039999999989959,60,6.2245120000006864,0.20000000000000001,0.074999999999999997,0.32217180035384974,0.96326399999998102,0.012,5,0.96176000000014028,6,1.4001919999991514,0.01,0.038047999998525484,1,1,0,0.5,0,13,14,15,16,0
4,9,1,3,2,2,17,0,0,0.5,17,18,0,0,15387.760992,15400.248992000001,12.488000000001193,3,15384.748992000001,15387.758975999999,3.0099839999984397,60,7.4148160000004282,0.20000000000000001,0.074999999999999997,0.25175662340409888,1.9175360000008368,0.013000000000000001,5,1.9163520000001881,6,1.1453759999985778,0.01,0.038047999998525484,-1,1,0,0,0,13,14,15,16,0
4,9,1,4,2,2,17,0,0,0.5,17,18,0,0,15403.290976,15410.518975999999,7.227999999999156,3,15400.285984,15403.288992,3.0030079999996815,60,3.4133120000005874,0.20000000000000001,0.074999999999999997,0.25385995830240532,0.58876799999961804,0.014000000000000002,5,0.58707200000026205,6,1.2116800000003423,0.01,0.038047999998525484,1,1,0,0,0,13,14,15,16,0
4,9,1,5,3,2,18,0,0,0.5,17,18,0,0,15413.559999999999,15427.928,14.368000000000393,3,15410.549983999999,15413.557983999999,3.0079999999998108,60,11.23241600000074,0.20000000000000001,0.074999999999999997,0.7617472882020655,0.49500799999987066,0.015000000000000003,5,0.47843199999988428,6,0.63046399999984715,0.01,0.038047999998525484,1,1,0,0,0,13,14,15,16,0
4,10,1,1,1,2,16,0,0,0.5,17,18,0,0,15538.744000000001,15544.213984,5.4699839999993856,3,15535.729984,15538.741984,3.0120000000006257,60,3.7329599999993661,0.20000000000000001,0.074999999999999997,10.008409486716339,0.37011200000051758,0.010999999999999999,5,0.29407999999966705,6,1.1942719999988185,0.01,0.027616000001216889,1,2,0,1,0,13,14,15,16,0
4,10,1,2,1,2,16,0,0,0.5,17,18,0,0,15547.421984000001,15552.120992,4.6990079999995942,3,15544.417984,15547.42,3.0020160000003671,60,3.1680639999995037,0.20000000000000001,0.074999999999999997,0.21325316360956492,0.3947520000001532,0.012,5,0.39382400000067719,6,1.1099520000007033,0.01,0.026239999999233987,1,2,0,1,0,13,14,15,16,0
