Animal,Session,SessionType,Trial,Block,TrialsPerBlock,TrainingLevel,ABL,ILD,Bias,LeftAmp,RightAmp,WaveformL,WaveformR,TrialStart,TrialEnd,TrialDuration,IntendedITI,ITIStart,ITIEnd,TimedITI,MaxWait,TimeToCNP,BaseFix,ExpFixMean,IntendedFix,TimedFix,BaseRT,MaxRT,TimedRT,MaxMT,TimedMT,IntendedLNP,TimedLNP,ResponsePoke,Outcome,RepeatTrial,BlockPerformance,BlockAbortRatio,LEDTrial,TimedLED,LEDPowerL,LEDPowerR,Box
4,10,1,3,2,2,17,0,0,0.5,17,18,0,0,15555.162976,15562.121983999999,6.9590079999998125,3,15552.150976000001,15555.160991999999,3.0100159999983589,60,3.3912000000000262,0.20000000000000001,0.074999999999999997,0.34081796143264631,0.44572800000059942,0.013000000000000001,5,0.44390399999974761,6,1.0960959999993065,0.01,0.026239999999233987,1,1,0,0,0,13,14,15,16,0
4,10,1,4,2,2,17,0,0,0.5,17,18,0,0,15565.158976000001,15566.666976,1.5079999999998108,3,15562.149984,15565.156992,3.0070080000004964,60,0.22819199999867124,0.20000000000000001,0.074999999999999997,0.20097105881378816,0.3224000000009255,0.014000000000000002,5,0.32057600000007369,6,0.94364800000039395,0.01,0.013759999999820138,1,2,0,0.5,0,13,14,15,16,0
4,11,1,1,1,2,16,0,0,0.5,17,18,0,0,15671.791999999999,15678.816992,7.0249920000005659,3,15668.761984000001,15671.789983999999,3.0279999999984284,60,1.5240000000012515,0.20000000000000001,0.074999999999999997,10.129309642186934,1.1870719999988069,0.010999999999999999,5,1.0960959999993065,6,2.1830079999999725,0.01,0,1,1,0,0,0,13,14,15,16,0
4,11,1,2,1,2,16,0,0,0.5,17,18,0,0,15682.036991999999,15683.656992,1.6200000000008004,3,15679.030976,15682.034976000001,3.0040000000008149,60,0.12060800000108429,0.20000000000000001,0.074999999999999997,0.20760604170274266,0.23468799999864132,0.012,5,0.2333119999984774,6,1.1960960000014893,0.01,0.046816000000035274,1,2,0,0.5,0,13,14,15,16,0
4,11,1,3,2,2,17,0,0,0.5,17,18,0,0,15686.696991999999,15692.244000000001,5.5470080000013695,3,15683.682976,15686.694976000001,3.0120000000006257,60,3.8447360000009212,0.20000000000000001,0.074999999999999997,0.2059842571521206,0.75100799999927403,0.013000000000000001,5,0.74975999999878695,6,0.93235199999980978,0.01,0.018912000001364504,1,2,0,1,0,13,14,15,16,0
4,11,1,4,2,2,17,0,0,0.5,17,18,0,0,15695.276,15699.544,4.2680000000000291,3,15692.273983999999,15695.273983999999,3,60,2.6103039999998146,0.20000000000000001,0.074999999999999997,0.22390414989895011,0.49062400000002526,0.014000000000000002,5,0.48892799999885028,6,1.1496640000004845,0.01,0.017407999999704771,1,2,0,1,0,13,14,15,16,0
4,11,1,5,3,2,18,0,0,0.5,17,18,0,0,15702.588,15707.956,5.3680000000003929,3,15699.577984,15702.585983999999,3.0079999999998108,60,4.0605759999998554,0.20000000000000001,0.074999999999999997,0.2152156752911413,0.39500799999950686,0.015000000000000003,5,0.39359999999942374,6,0.89020800000071176,0.01,0.022208000000318862,1,2,0,1,0,13,14,15,16,0
4,11,1,6,3,2,18,0,0,0.5,17,18,0,0,15710.978976,15713.987999999999,3.0090239999990445,3,15707.974976,15710.976992,3.0020160000003671,60,1.8165439999993396,0.20000000000000001,0.074999999999999997,0.2425555759360799,0.27776000000085332,0.016000000000000004,5,0.27628800000093179,6,0.89203199999974458,0.01,0.018592000000353437,1,2,0,1,0,13,14,15,16,0
4,12,1,1,1,2,16,0,0,0.5,17,18,0,0,15799.084992,15802.282976,3.1979840000003605,3,15796.060992000001,15799.082976,3.0219839999990654,60,1.0976640000008047,0.20000000000000001,0.074999999999999997,10.013873274411788,0.68607999999949243,0.010999999999999999,5,0.61574400000063179,6,1.1989119999998366,0.01,0.1600959999996121,1,2,0,1,0,13,14,15,16,0
4,12,1,2,1,2,16,0,0,0.5,17,18,0,0,15805.492992,15809.680992,4.1880000000001019,3,15802.488992000001,15805.490975999999,3.0019839999986289,60,2.2649600000004284,0.20000000000000001,0.074999999999999997,0.20626146948221899,0.67849600000045029,0.012,5,0.67747200000121666,6,1.2216639999987819,0.01,0.022880000000441214,1,2,0,1,0,13,14,15,16,0
4,12,1,3,2,2,17,0,0,0.5,17,18,0,0,15812.712992000001,15819.712992000001,7,3,15809.704,15812.710976,3.0069760000005772,60,3.2906559999992169,0.20000000000000001,0.074999999999999997,0.29066235223712772,0.58220799999980954,0.013000000000000001,5,0.58086399999956484,6,1.1046079999996437,0.01,0.022880000000441214,1,1,0,0,0,13,14,15,16,0
4,12,1,4,2,2,17,0,0,0.5,17,18,0,0,15825.898976,15832.976992,7.0780159999994794,3,15822.888992,15825.896992,3.0079999999998108,60,3.4242240000003221,0.20000000000000001,0.074999999999999997,0.3382118491351721,0.3591679999990447,0.014000000000000002,5,0.35737599999993108,6,1.2890239999996993,0.01,0.022880000000441214,1,1,0,0,0,13,14,15,16,0
4,12,1,5,3,2,18,0,0,0.5,17,18,0,0,15838.748,15842.886976,4.1389760000001843,3,15835.744992,15838.745983999999,3.0009919999993144,60,0.550016000001051,0.20000000000000001,0.074999999999999997,0.3447702995995735,0.57910399999855144,0.015000000000000003,5,0.57814399999915622,6,1.0005440000004455,0.01,0.022880000000441214,1,1,0,0,0,13,14,15,16,0
4,12,1,6,3,2,18,0,0,0.5,17,18,0,0,15845.928,15850.936992000001,5.0089920000009442,3,15842.918976000001,15845.925984,3.0070079999986774,60,1.2837440000002971,0.20000000000000001,0.074999999999999997,0.30040062925516653,0.48140799999964656,0.016000000000000004,5,0.48015999999915948,6,1.2316160000009404,0.01,0.022880000000441214,1,1,0,0,0,13,14,15,16,0
4,12,1,7,4,2,19,0,0,0.5,17,18,0,0,15853.978976,15858.548992,4.5700159999996686,3,15850.968992,15853.976992,3.0079999999998108,60,2.4107199999998556,0.20000000000000001,0.074999999999999997,0.20072293353575177,0.21968000000015309,0.017000000000000005,5,0.2183999999997468,6,1.9184640000003128,0.01,0.021151999999347026,1,2,0,1,0,13,14,15,16,0
4,12,1,8,4,2,19,0,0,0.5,17,18,0,0,15861.600992,15869.32,7.7190080000000307,3,15858.590976,15861.598975999999,3.0079999999998108,60,3.9682240000001912,0.20000000000000001,0.074999999999999997,0.26147723960387742,0.2899520000009943,0.018000000000000006,5,0.28819199999998091,6,1.4513279999991937,0.01,0.021151999999347026,1,1,0,0.5,0,13,14,15,16,0
4,13,1,1,1,2,16,0,0,0.5,17,18,0,0,15918.835999999999,15921.520992,2.6849920000004204,3,15915.821984,15918.833984000001,3.0120000000006257,60,0.73760000000038417,0.20000000000000001,0.074999999999999997,10.03569527999735,0.7061439999997674,0.010999999999999999,5,0.62876799999867217,6,1.0690560000002733,0.01,0.026847999999517924,1,2,0,1,0,13,14,15,16,0
4,13,1,2,1,2,16,0,0,0.5,17,18,0,0,15924.732991999999,15930.112992,5.3800000000010186,3,15921.720992,15924.730976000001,3.0099840000002587,60,1.4512320000012551,0.20000000000000001,0.074999999999999997,0.25288267434457767,1.0590080000001763,0.012,5,1.0572480000009818,6,0.8394559999997,0.01,0.026847999999517924,1,1,0,0.5,0,13,14,15,16,0
4,13,1,1,1,2,16,0,0,0.5,17,18,0,0,16002.286975999999,16006.614976000001,4.3280000000013388,3,15999.273983999999,16002.284992000001,3.0110080000013113,60,0.55430400000113877,0.20000000000000001,0.074999999999999997,10.000587942387455,0.64204799999970419,0.010999999999999999,5,0.59635200000047917,6,1.0258240000002843,0.01,0,-1,1,0,0,0,13,14,15,16,0
4,13,1,1,1,2,16,0,0,0.5,17,18,0,0,16030.772000000001,16033.369984000001,2.5979839999999967,3,16027.768991999999,16030.769984,3.0009920000011334,60,0.7903360000000248,0.20000000000000001,0.074999999999999997,10.021093633145755,0.60735999999997148,0.010999999999999999,5,0.54771200000141107,6,1.0870079999986046,0.01,0.029472000000168919,1,2,0,1,0,13,14,15,16,0
4,13,1,2,1,2,16,0,0,0.5,17,18,0,0,16036.552,16043.200992,6.6489920000003622,3,16033.549983999999,16036.550976,3.0009920000011334,60,2.8433920000006765,0.20000000000000001,0.074999999999999997,0.34102834481997296,0.50601599999936298,0.012,5,0.50441599999976461,6,1.2800960000004125,0.01,0.029472000000168919,1,1,0,0.5,0,13,14,15,16,0
4,13,1,3,2,2,17,0,0,0.5,17,18,0,0,16046.252,16049.959999999999,3.7079999999987194,3,16043.245983999999,16046.249984,3.0040000000008149,60,2.2372479999994539,0.20000000000000001,0.074999999999999997,0.20065735920930403,0.51488000000063039,0.013000000000000001,5,0.51315200000135519,6,0.93337599999904342,0.01,0.022495999999591731,1,2,0,1,0,13,14,15,16,0
4,13,1,1,1,2,16,0,0,0.5,17,18,0,0,16167.190976,16170.778976,3.5879999999997381,3,16164.181984000001,16167.188991999999,3.0070079999986774,60,1.3639359999997396,0.20000000000000001,0.074999999999999997,10.111983069817837,0.33209600000009232,0.010999999999999999,5,0.27603199999975914,6,1.7708800000000338,0.01,0.029695999999603373,-1,2,0,1,0,13,14,15,16,0
4,13,1,2,1,2,16,0,0,0.5,17,18,0,0,16173.960992,16180.189984000001,6.2289920000002894,3,16170.949984000001,16173.958976,3.0089919999991253,60,2.5644159999992553,0.20000000000000001,0.074999999999999997,0.25110591460947351,0.41209600000001956,0.012,5,0.4105280000003404,6,1.236800000000585,0.01,0.029695999999603373,-1,1,0,0.5,0,13,14,15,16,0
4,13,1,3,2,2,17,0,0,0.5,17,18,0,0,16183.220992,16189.109984000001,5.8889920000001439,3,16180.213984,16183.218976,3.0049920000001293,60,2.2747519999993528,0.20000000000000001,0.074999999999999997,0.21253466380493319,0.43574400000034075,0.013000000000000001,5,0.43449599999985367,6,1.172736000000441,0.01,0.029695999999603373,-1,1,0,0,0,13,14,15,16,0
4,13,1,4,2,2,17,0,0,0.5,17,18,0,0,16192.150976000001,16194.458976,2.3079999999990832,3,16189.144,16192.148992,3.0049920000001293,60,1.1131519999999,0.20000000000000001,0.074999999999999997,0.27265785591317016,0.30732799999896088,0.014000000000000002,5,0.30547200000000885,6,0.8640640000012354,0.01,0.023455999998986954,-1,2,0,0.5,0,13,14,15,16,0
4,14,1,1,1,2,16,0,0,0.5,17,18,0,0,16300.173983999999,16302.362976,2.1889920000012353,3,16297.164000000001,16300.172,3.0079999999998108,60,0.66073600000163424,0.20000000000000001,0.074999999999999997,10.072506317009177,0.31718399999954272,0.010999999999999999,5,0.24892800000088755,6,1.0369279999995342,0.01,0.032864000000699889,-1,2,0,1,0,13,14,15,16,0
4,14,1,2,1,2,16,0,0,0.5,17,18,0,0,16305.572,16309.561984,3.9899839999998221,3,16302.568992,16305.569984,3.0009919999993144,60,0.79507199999898148,0.20000000000000001,0.074999999999999997,0.20597985886522449,0.29820800000015879,0.012,5,0.29628799999954936,6,0.87366400000064459,0.01,0.032864000000699889,-1,1,0,0.5,0,13,14,15,16,0
4,14,1,3,2,2,17,0,0,0.5,17,18,0,0,16312.612992,16314.782976,2.1699840000001132,3,16309.596992000001,16312.610976,3.0139839999992546,60,0.66198400000030233,0.20000000000000001,0.074999999999999997,0.33269665293354611,0.34399999999914144,0.013000000000000001,5,0.3429759999999078,6,1.1388800000004267,0.01,0.017792000000554253,-1,2,0,1,0,13,14,15,16,0
4,14,1,4,2,2,17,0,0,0.5,17,18,0,0,16317.820992000001,16321.820992000001,4,3,16314.809984,16317.818976,3.0089920000009442,60,0.71411199999965902,0.20000000000000001,0.074999999999999997,0.24547935773604374,0.27260799999930896,0.014000000000000002,5,0.27072000000043772,6,0.99731199999951059,0.01,0.017792000000554253,-1,1,0,0.5,0,13,14,15,16,0
4,15,1,1,1,2,16,0,0,0.5,17,18,0,0,16412.504991999998,16428.909984000002,16.404992000003404,3,16409.495999999999,16412.502976,3.0069760000005772,60,14.445568000002822,0.20000000000000001,0.074999999999999997,10.330449779586889,0.27209600000060163,0.010999999999999999,5,0.20368000000235043,6,1.5156159999969532,0.01,0.17171200000302633,-1,2,0,1,0,13,14,15,16,0
4,15,1,2,1,2,16,0,0,0.5,17,18,0,0,16432.122975999999,16436.672992,4.550016000001051,3,16429.112991999998,16432.120992,3.0080000000016298,60,1.1887679999999818,0.20000000000000001,0.074999999999999997,0.2776425947127335,0.22220800000286545,0.012,5,0.22096000000237837,6,1.1034879999970144,0.01,0.17171200000302633,1,1,0,0.5,0,13,14,15,16,0
4,15,1,3,2,2,17,0,0,0.5,17,18,0,0,16439.713984000002,16459.426975999999,19.71299199999703,3,16436.704000000002,16439.712,3.0079999999979918,60,16.463103999998566,0.20000000000000001,0.074999999999999997,0.2071029188653857,0.26476800000091316,0.013000000000000001,5,0.26288000000204192,6,0.96825600000011036,0.01,0.17171200000302633,-1,1,0,0,0,13,14,15,16,0
4,15,1,4,2,2,17,0,0,0.5,17,18,0,0,16462.458976000002,16465.016992000001,2.5580159999990428,3,16459.455999999998,16462.456991999999,3.0009920000011334,60,1.294527999998536,0.20000000000000001,0.074999999999999997,0.22180299415909688,0.24399999999877764,0.014000000000000002,5,0.2425279999988561,6,0.99760000000242144,0.01,0.021887999999307794,1,2,0,0.5,0,13,14,15,16,0
4,16,1,1,1,2,16,50,-4.6438561897747244,0.5,17,18,0,0,18146.326976,18151.810976000001,5.4840000000003783,3,18143.309984,18146.324992000002,3.0150080000021262,60,1.2203840000001946,0.20000000000000001,0.074999999999999997,10.032325584269625,0.97094400000059977,0.010999999999999999,5,0.88531200000215904,6,1.1617279999991297,0.01,0,1,1,0,0,0,13,14,15,16,0
4,16,1,2,1,2,16,50,-3.1699250014423126,0.5,17,18,0,0,18155.017983999998,18161.646976,6.6289920000017446,3,18152.009984,18155.016,3.006015999999363,60,3.167648000002373,0.20000000000000001,0.074999999999999997,0.21959826707962662,0.34739199999967241,0.012,5,0.3460479999994277,6,1.102655999999115,0.01,0,1,1,0,0,0,13,14,15,16,0
4,16,1,3,2,2,17,50,-3.1699250014423126,0.5,17,18,0,0,18164.68,18177.049984000001,12.369984000000841,3,18161.665983999999,18164.677984000002,3.0120000000024447,60,9.000928000001295,0.20000000000000001,0.074999999999999997,0.21138199911287078,0.23094399999899906,0.013000000000000001,5,0.2298880000016652,6,1.1224320000001171,0.01,0,1,1,0,0,0,13,14,15,16,0
4,16,1,4,2,2,17,50,4,0.5,17,18,0,0,18180.088,18187.650976000001,7.562976000001072,3,18177.074976,18180.085984000001,3.0110080000013113,60,4.2144640000005893,0.20000000000000001,0.074999999999999997,0.39211515171602718,0.23635199999989709,0.014000000000000002,5,0.23481600000013714,6,1.1037759999999253,0.01,0,-1,1,0,0,0,13,14,15,16,0
4,17,1,1,1,2,16,50,-4,0.5,17,18,0,0,18416.808991999998,18423.156992,6.3480000000017753,3,18413.779999999999,18416.806976,3.0269760000010137,60,4.7736320000003616,0.20000000000000001,0.074999999999999997,10.051663144289796,0.39264000000184751,0.010999999999999999,5,0.31727999999930034,6,1.0061439999990398,0.01,0.16012799999953131,-1,2,0,1,0,13,14,15,16,0
4,17,1,2,1,2,16,50,3.1699250014423126,0.5,17,18,0,0,18426.364000000001,18432.152991999999,5.7889919999979611,3,18423.361983999999,18426.361983999999,3,60,2.6357759999991686,0.20000000000000001,0.074999999999999997,0.26684736962350097,0.30054399999789894,0.012,5,0.29932799999733106,6,0.82230400000116788,0.01,0.16012799999953131,-1,1,0,0.5,0,13,14,15,16,0
4,17,1,3,2,2,17,50,2,0.5,17,18,0,0,18435.171999999999,18443.149984,7.9779840000010154,3,18432.169984,18435.169984,3,60,4.8471040000003995,0.20000000000000001,0.074999999999999997,0.26123493972540623,0.22185600000011618,0.013000000000000001,5,0.21996799999760697,6,0.9026880000019446,0.01,0.16012799999953131,-1,1,0,0,0,13,14,15,16,0
4,17,1,4,2,2,17,50,-3.1699250014423126,0.5,17,18,0,0,18446.191999999999,18462.337984000002,16.1459840000025,3,18443.184000000001,18446.189984000001,3.0059839999994438,60,14.829696000000695,0.20000000000000001,0.074999999999999997,0.21929338525775111,0.32560000000012224,0.014000000000000002,5,0.32431999999971595,6,0.97308799999882467,0.01,0.013568000002123881,-1,2,0,0.5,0,13,14,15,16,0
4,17,1,5,3,2,18,50,4.6438561897747244,0.5,17,18,0,0,18465.369984000001,18471.758976000001,6.3889920000001439,3,18462.364000000001,18465.367999999999,3.0039999999971769,60,3.2374400000007881,0.20000000000000001,0.074999999999999997,0.2042966059930135,0.26966399999946589,0.015000000000000003,5,0.26809599999978673,6,0.86918399999922258,0.01,0.013568000002123881,-1,1,0,0,0,13,14,15,16,0
4,18,1,1,1,10,16,50,2,0.5,17,18,0,0,18521.268992000001,18524.364991999999,3.0959999999977299,3,18518.240000000002,18521.266975999999,3.0269759999973758,60,1.2210239999985788,0.20000000000000001,0.074999999999999997,10.164792377054725,0.64598399999886169,0.010999999999999999,5,0.56201599999985774,6,1.0511680000017805,0.01,0.15203199999814387,1,2,0,1,0,13,14,15,16,0
4,18,1,2,1,10,16,50,4.6438561897747244,0.5,17,18,0,0,18530.921984000001,18534.340992000001,3.4190080000007583,3,18527.918976000001,18530.919999999998,3.0010239999974146,60,1.850112000000081,0.20000000000000001,0.074999999999999997,0.30266890737908686,0.62956800000029034,0.012,5,0.6276800000014191,6,0.9170559999984107,0.01,0.022272000001976267,1,2,0,1,0,13,14,15,16,0
4,18,1,3,1,10,16,50,4,0.5,17,18,0,0,18537.362976,18540.490976000001,3.1280000000006112,3,18534.358976,18537.360992000002,3.002016000002186,60,1.7335999999995693,0.20000000000000001,0.074999999999999997,0.31989624894869007,0.37430400000084774,0.013000000000000001,5,0.37289600000076462,6,0.99590399999942747,0.01,0.022976000000198837,1,2,0,1,0,13,14,15,16,0
4,18,1,4,1,10,16,50,3.1699250014423126,0.5,17,18,0,0,18543.522976,18547.922976000002,4.4000000000014552,3,18540.513984000001,18543.520992000002,3.0070080000004964,60,1.0084160000005795,0.20000000000000001,0.074999999999999997,0.27708759180757375,0.33068799999819021,0.014000000000000002,5,0.32908799999859184,6,1.0275519999995595,0.01,0.022976000000198837,-1,1,0,0.75,0,13,14,15,16,0
4,18,1,5,1,10,16,50,-2,0.5,17,18,0,0,18550.973984,18558.284992000001,7.3110080000005837,3,18547.966976,18550.972000000002,3.0050240000018675,60,0,0.20000000000000001,0.074999999999999997,0,0,0.014000000000000002,5,0,6,0,0.01,0,0,-4,0,0.75,0.16666666666666666,13,14,15,16,0
4,18,1,6,1,10,16,50,-4,0.5,17,18,0,0,18561.324992000002,18576.292991999999,14.967999999997119,3,18558.321983999998,18561.322975999999,3.0009920000011334,60,10.054943999999523,0.20000000000000001,0.074999999999999997,0.27515184923220803,0.23209599999972852,0.015000000000000003,5,0.23104000000239466,6,2.6684480000003532,0.01,0,1,1,0,0.59999999999999998,0.14285714285714285,13,14,15,16,0
4,18,1,7,1,10,16,50,-3.1699250014423126,0.5,17,18,0,0,18579.324992000002,18590.576000000001,11.251007999999274,3,18576.318975999999,18579.322975999999,3.0040000000008149,60,0,0.20000000000000001,0.074999999999999997,0,0,0.015000000000000003,5,0,6,0,0.01,0,0,-4,0,0.59999999999999998,0.25,13,14,15,16,0
4,18,1,8,1,10,16,50,-4.6438561897747244,0.5,17,18,0,0,18593.617984,18606.465983999999,12.847999999998137,3,18590.605984000002,18593.616000000002,3.0100160000001779,60,0,0.20000000000000001,0.074999999999999997,0,0,0.015000000000000003,5,0,6,0,0.01,0,0,-4,0,0.59999999999999998,0.33333333333333331,13,14,15,16,0
4,18,1,9,1,10,16,50,4,0.5,17,18,0,0,18609.504991999998,18620.696992000001,11.192000000002736,3,18606.495999999999,18609.502976,3.0069760000005772,60,4.7143360000009125,0.20000000000000001,0.074999999999999997,0.20990978560892137,0.29769600000145147,0.016000000000000004,5,0.29603200000201468,6,4.1725440000009257,0.01,0,-1,1,0,0.5,0.29999999999999999,13,14,15,16,0
