Animal,Session,SessionType,Trial,Block,TrialsPerBlock,TrainingLevel,ABL,ILD,Bias,LeftAmp,RightAmp,WaveformL,WaveformR,TrialStart,TrialEnd,TrialDuration,IntendedITI,ITIStart,ITIEnd,TimedITI,MaxWait,TimeToCNP,BaseFix,ExpFixMean,IntendedFix,TimedFix,BaseRT,MaxRT,TimedRT,MaxMT,TimedMT,IntendedLNP,TimedLNP,ResponsePoke,Outcome,RepeatTrial,BlockPerformance,BlockAbortRatio,LEDTrial,TimedLED,LEDPowerL,LEDPowerR,Box
1,53,1,1,1,2,16,0,0,0.5,17,18,0,0,1713.345984,1724.493984,11.147999999999911,1,1712.3339840000001,1713.3440000000001,1.0100159999999505,10,0,10,0.074999999999999997,0,0,0.01,5,0,1,0,0.01,0,0,0,2,0,0,0.5,13,14,15,16
1,53,1,1,1,2,16,0,0,0.5,17,18,0,0,25872.276000000002,25878.193984000001,5.9179839999997057,3,25869.269983999999,25872.273983999999,3.0040000000008149,60,1.275551999999152,0.20000000000000001,0.074999999999999997,10.12802136967745,2.15791999999783,0.010999999999999999,5,2.1134719999972731,6,0.4034879999999248,0.01,0,1,1,0,0,0,13,14,15,16,2
